category	author	title	type	collection	year	course
Required	"[{:family=>""Hatsopoulos"", :given=>""George N.""}, {:family=>""Kaye"", :given=>""Joseph""}]"	Measured Thermal Efficiences of a Diode Configuration of a Thermo Electron Engine	article-journal	Journal of Applied Physics	1958	163
Required	"[{:family=>""Shockley"", :given=>""William""}, {:family=>""Queisser"", :given=>""Hans J.""}]"	Detailed Balance Limit of Efficiency of p-n Junction Solar Cells	article-journal	Journal of Applied Physics	1961-03	163
Required	"[{:family=>""Henry"", :given=>""C.H.""}]"	Limiting Efficiencies of Ideal Single and Multiple Energy Gap Terrestrial Solar Cells	article-journal	Journal of Applied Physics	1980-08	163
Required	"[{:family=>""Würfel"", :given=>""Peter""}, {:family=>""Ruppel"", :given=>""Wolfgang""}]"	Upper Limit of Thermophotovoltaic Solar-Energy Conversion	article-journal	IEEE Transactions on Electron Devices	1980-04	163
Required	"[{:family=>""Landsberg"", :given=>""P.T.""}, {:family=>""Tonge"", :given=>""G.""}]"	Thermodynamic Energy Conversion Efficiencies	article-journal	Journal of Applied Physics	1980-07	163
Required	"[{:family=>""Winston"", :given=>""R.""}, {:family=>""Hinterberger"", :given=>""H.""}]"	Principles of Cylindrical Concentrators for Solar Energy	article-journal	Solar Energy	1975	163
Required	"[{:family=>""Detor"", :given=>""A.J.""}, {:family=>""Schuh"", :given=>""C.A.""}]"	Microstructural Evolution During the Heat Treatment of Nanocrystalline Alloys	article-journal	Journal of Materials Research	2007-11	163
Required	"[{:family=>""Winn"", :given=>""Joshua N.""}, {:others=>true}]"	Omnidirectional Reflection from a One-dimensional Photonic Crystal	article-journal	Optics Letters	1998-10	163
Required	"[{:family=>""Čelanović"", :given=>""Ivan""}, {:others=>true}]"	Design and Optimization of One-dimensional Photonic Crystals for Thermophotovoltaic Applications	article-journal	Optics Letters	2004-04	163
Required	"[{:family=>""Bertsekas"", :given=>""Dimitri P.""}]"	Dynamic Programming and Optimal Control			2007	162
Required	"[{:family=>""Bertsekas"", :given=>""Dimitri P.""}, {:family=>""Tsitsiklis"", :given=>""John N.""}]"	Neuro-Dynamic Programming			1996	162
Required	"[{:family=>""Kearns"", :given=>""M.""}, {:family=>""Singh"", :given=>""S.""}]"	Near-Optional Reinforcement Learning in Polynomial Time	article-journal	Machine Learning	2002-11	162
Required	"[{:family=>""Hastie"", :given=>""Tibshirani""}, {:given=>""Friedmann""}]"	Chapter 7 in The Elements of Statistical Learning			2003	162
Required	"[{:family=>""Farias"", :given=>""D.P."", :particle=>""de""}, {:family=>""Roy"", :given=>""B."", :particle=>""Van""}]"	On the Existence of Fixed Points for Approximate Value Iteration and Temporal-Difference Learning				162
Optional	"[{:family=>""Even-Dar""}, {:given=>""Mansour""}]"	Learning Rates for Q-Learning.’	article-journal	Journal of Machine Learning Research	2003	162
Optional	"[{:given=>""Barron""}]"	Universal approximation bounds for superpositions of a sigmoidal function	article-journal	IEEE Transactions on Information Theory	1993	162
Optional	"[{:given=>""Tesauro""}]"	Temporal-Difference Learning and TD-Gammon’	article-journal	Communications of the ACM	1995	162
Optional	"[{:family=>""Minorsky"", :given=>""Nicholas""}]"	Nonlinear Oscillations			1974	88
Optional	"[{:family=>""Nayfeh"", :given=>""Ali Hasan""}, {:family=>""Mook"", :given=>""Dean T.""}]"	Nonlinear Oscillations			1995	88
Optional	"[{:family=>""Stoker"", :given=>""J.J.""}]"	Nonlinear Vibrations in Mechanical and Electrical Systems			1992	88
Optional	"[{:family=>""Den Hartog"", :given=>""J.P.""}]"	Mechanical Vibrations			1985	88
Optional	"[{:family=>""Andronov"", :given=>""A.A.""}, {:family=>""Vitt"", :given=>""A.A.""}, {:family=>""Khaikin"", :given=>""S.E.""}]"	Theory of Oscillators			1987	88
Optional	"[{:family=>""Hayashi"", :given=>""Chihiro""}]"	Nonlinear Oscillations in Physical Systems			1986	88
Optional	"[{:family=>""Pippard"", :given=>""A.B.""}]"	Response and Stability: An Introduction to the Physical Theory			1985	88
Optional	"[{:family=>""Strogatz"", :given=>""Steven H.""}]"	Nonlinear Dynamics and Chaos: With Applications to Physics			2001	88
Optional	"[{:family=>""Iooss"", :given=>""Gerard""}, {:family=>""Joseph"", :given=>""Daniel D.""}]"	Elementary Stability and Bifurcation Theory			2004	88
Optional	"[{:family=>""Whitham"", :given=>""G.B.""}]"	Linear and Nonlinear Waves			2006	88
Optional	"[{:family=>""Craik"", :given=>""Alex D.D.""}]"	Wave Interactions and Fluid Flows			1999	88
Optional	"[{:family=>""Drazin"", :given=>""P.G.""}]"	Nonlinear Systems			1992	88
Optional	"[{:family=>""Newell"", :given=>""Alan C.""}]"	Solitons in Mathematics and Physics			1987	88
Optional	"[{:family=>""Dauxois"", :given=>""Thierry""}, {:family=>""Peyrard"", :given=>""Michel""}]"	Physics of Solitons			2006	88
Required	"[{:family=>""Hirth"", :given=>""John Price""}, {:family=>""Lothe"", :given=>""Jens""}]"	Theory of Dislocations	book		1991	63
Required	"[{:family=>""Zhou"", :given=>""Min""}]"	A New Look at the Atomic Level Virial Stress: On Continuum-Molecular System Equivalence	chapter	Proc R Soc Lond A	2003	63
Required	"[{:family=>""Zimmerman"", :given=>""J.A.""}, {:family=>""Webb"", :given=>""E.B."", :suffix=>""III""}, {:family=>""Hoyt"", :given=>""J.J.""}, {:family=>""Jones"", :given=>""R.E.""}, {:family=>""Klein"", :given=>""P.A.""}, {:family=>""Bammann"", :given=>""D.J.""}]"	Calculation of Stress in Atomistic Simulation	article-journal	Modelling Simul Mater Sci Eng	2004	63
Required	"[{:family=>""Gouldstone"", :given=>""Andrew""}, {:family=>""Vliet"", :given=>""Krystyn"", :particle=>""Van""}, {:family=>""Suresh"", :given=>""Subra""}]"	Simulation of a Defect Nucleation in a Crystal	article-journal	Nature	2001	63
Required	"[{:family=>""Suresh"", :given=>""Subra""}]"	Fatigue of Materials	book		1991	63
Required	"[{:family=>""Rice"", :given=>""James R.""}]"	Dislocation Nucleation from a Crack Tip: An Analysis Based on the Peierls Concept	article-journal	J Mech Phys Solids	1992	63
Required	"[{:family=>""Daw"", :given=>""Murray S.""}, {:family=>""Baskes"", :given=>""M.I.""}]"	Embedded-atom Method: Derivation and Application to Impurities	article-journal	Phys Rev B	1984	63
Required	"[{:family=>""Foiles"", :given=>""S.M.""}, {:family=>""Baskes"", :given=>""M.I.""}, {:family=>""Daw"", :given=>""M.S.""}]"	Embedded-Atom-Method Functions for the Fcc Metals Cu	article-journal	Phys Rev B	1986	63
Required	"[{:family=>""Buehler"", :given=>""Markus J.""}, {:family=>""Gao"", :given=>""Huajian""}]"	Ultra-Large Scale Simulations of Dynamic Materials Failure	chapter	Chapter 14 in Handbook of Theoretical and Computational Nanotechnology	2005	63
Required	"[{:family=>""Buehler"", :given=>""Markus J.""}, {:family=>""Hartmaier"", :given=>""Alexander""}, {:family=>""Duchaineau"", :given=>""Mark A.""}, {:family=>""Abraham"", :given=>""Farid F.""}, {:family=>""Gao"", :given=>""Huajian""}]"	The Dynamical Complexity of Work-hardening: A Large-scale Molecular Dynamics Simulation	article-journal	Acta Mech Sinica	2005	63
Required	"[{:family=>""Buehler"", :given=>""Markus J.""}, {:family=>""Abraham"", :given=>""Farid F.""}, {:family=>""Gao"", :given=>""Huajian""}]"	Stress and Energy Flow Field Near a Rapidly Propagating Mode I Crack	chapter	Multiscale Modelling and Simulation	2004	63
Required	"[{:family=>""Boal"", :given=>""David""}]"	Mechanics of the Cell			2002	63
Required	"[{:family=>""Bao"", :given=>""G.""}, {:family=>""Suresh"", :given=>""Subra""}]"	Cell and Molecular Mechanics of Biological Materials	article-journal	Nature Materials	2003	63
Required	"[{:family=>""Buehler"", :given=>""Markus J.""}]"	Large-Scale Hierarchical Molecular Modeling of Nanostructured Biological Materials	article-journal	Journal of Computational and Theoretical Nanoscience	2006	63
Required	"[{:family=>""Mayo"", :given=>""Stephen L.""}, {:family=>""Olafson"", :given=>""Barry D.""}, {:family=>""Goddard"", :given=>""William A."", :suffix=>""III""}]"	DREIDING: A Generic Force Field for Molecular Simulations	article-journal	J Phys Chem	1990	63
Required	"[{:family=>""Wang"", :given=>""Wei""}, {:family=>""Donini"", :given=>""Oreola""}, {:family=>""Reyes"", :given=>""Carolina M.""}, {:family=>""Kollman"", :given=>""Peter A.""}]"	Biomolecular Simulations: Recent Developments in Force Fields	article-journal	Ann Rev Biophys Biomol Struct	2001	63
Required	"[{:family=>""Karplus"", :given=>""Martin""}, {:family=>""McCammon"", :given=>""J.Andrew""}]"	Molecular Dynamics Simulations of Biomolecules	article-journal	Nature Structural Biology	2002	63
Required	"[{:family=>""Buehler"", :given=>""M.J.""}, {:family=>""Yao"", :given=>""H.""}, {:family=>""Ji"", :given=>""B.""}, {:family=>""Gao"", :given=>""H.""}]"	Cracking and Adhesion at Small Scales: Atomistic and Continuum Studies of Flaw Tolerant Nanostructures	article-journal	Modelling and Simulation in Materials Science and Engineering	2006	63
Required	"[{:family=>""Miller"", :given=>""Ronald E.""}, {:family=>""Tadmor"", :given=>""E.B.""}]"	The Quasicontinuum Method: Overview	article-journal	Journal of Computer-Aided Materials Design	2002	63
Required	"[{:family=>""Knap"", :given=>""J.""}, {:family=>""Ortiz"", :given=>""M.""}]"	An analysis of the quasicontinuum method	article-journal	Journal of the Mechanics and Physics of Solids	2001	63
Required	"[{:family=>""Heino"", :given=>""P.""}, {:family=>""Häkkinen"", :given=>""H.""}, {:family=>""Kaski"", :given=>""K.""}]"	Molecular-dynamics Study of Mechanical Properties of Copper	article-journal	Europhys Lett	1998	63
Required	"[{:family=>""Komanduri"", :given=>""R.""}, {:family=>""Chandrasekaran"", :given=>""N.""}, {:family=>""Raff"", :given=>""L.M.""}]"	Molecular Dynamics (MD) Simulation of Uniaxial Tension of Some Single-Crystal Cubic Metals at Nanolevel	article-journal	International Journal of Mechanical Sciences	2001	63
Required	"[{:family=>""Cleri"", :given=>""Fabrizio""}, {:family=>""Yip"", :given=>""Sidney""}, {:family=>""Wolf"", :given=>""Dieter""}, {:family=>""Phillpot"", :given=>""Simon R.""}]"	Atomic-Scale Mechanism of Crack-Tip Plasticity: Dislocation Nucleation and Crack-Tip Shielding	article-journal	Phys Rev Lett	1997	63
Required	"[{:family=>""Mishin"", :given=>""Y.""}]"	Structural Stability and Lattice Defects in Copper: Ab Initio	article-journal	Phys Rev B	2001	63
Required	"[{:family=>""Buehler"", :given=>""Markus J.""}, {:family=>""Dodson"", :given=>""Jef""}, {:family=>""Duin"", :given=>""Adri C.T."", :particle=>""van""}, {:family=>""Meulbroek"", :given=>""Peter""}, {:family=>""Goddard"", :given=>""William A."", :suffix=>""III""}]"	The Computational Materials Design Facility (CMDF): A Powerful Framework for Multi-paradigm Multi-scale Simulations	chapter	Mater Res Soc Symp Proc 894	2006	63
Required	"[{:family=>""Kalpakjian"", :given=>""S.""}]"	Manufacturing Engineering and Technology			2000	77
Optional	"[{:family=>""Benhabib"", :given=>""B.""}, {:family=>""Dekker"", :given=>""Marcel""}]"	Manufacturing: Design			2003	77
Required	"[{:family=>""Shoup"", :given=>""Donald""}]"	The High Cost of Free Parking			2005	61
Required	"[{:family=>""Groll"", :given=>""Stephanie""}]"	Reviving Upside-Down Architecture: Using a Historically Transitional Form of Parking to Reduce the Impact of Cars in Mixed-Use Commercial Areas	thesis		2006	61
Required	"[{:family=>""Richardson"", :given=>""Heather""}]"	The Parking Policy and Smart Growth Disconnect: Obstacles to Establishing and Implementing Smart Growth Parking Policy	thesis		2005	61
Optional	"[{:family=>""Blanco"", :given=>""Ernesto E.""}, {:others=>true}]"	Design Handbook: Engineering Drawing and Sketching				75
Optional	"[{:family=>""Burns"", :given=>""Scott A.""}]"	Modifying a Hitec HS-311 Servo Motor for Continuous Rotation by Radio Control				75
Optional	"[{:family=>""Domenico"", :given=>""Patrick A.""}, {:family=>""Schwartz"", :given=>""Franklin W.""}]"	Physical and Chemical Hydrogeology			1998	49
Optional	"[{:family=>""Freeze"", :given=>""Alan R.""}, {:family=>""Cherry"", :given=>""John A.""}]"	Groundwater			1979	49
Optional	"[{:family=>""Marsily"", :given=>""Ghislain De""}]"	Quantitative Hydrogeology: Groundwater Hydrology for Engineers			1986	49
Optional	"[{:family=>""Bear"", :given=>""Jacob""}]"	Dynamics of Fluids in Porous Media			1988	49
Optional	"[{:family=>""Bear"", :given=>""Jacob""}]"	Hydraulics of Groundwater			1980	49
Optional	"[{:family=>""Sahimi"", :given=>""Muhammad""}]"	Flow and Transport in Porous Media and Fractured Rock			1995	49
Optional	"[{:family=>""Fetter"", :given=>""C.W.""}]"	Contaminant Hydrogeology			1998	49
Optional	"[{:family=>""Todd"", :given=>""David Keith""}]"	Groundwater Hydrology			1980	49
Optional	"[{:family=>""Hillel"", :given=>""Daniel""}]"	Fundamentals of Soil Physics			1980	49
Required	"[{:family=>""Devor"", :given=>""R.E.""}, {:family=>""Chang"", :given=>""T.""}, {:family=>""Sutherland"", :given=>""J.W.""}]"	Statistical Quality Design and Control			1992	148
Required	"[{:family=>""Kalpakjian"", :given=>""S.""}]"	Manufacturing Processes for Engineering Materials			1996	148
Required	"[{:family=>""Hogg"", :given=>""R.V.""}, {:family=>""Ledotter"", :given=>""J.""}]"	Engineering Statistics			1987	148
Required	"[{:family=>""Bendat"", :given=>""J.S.""}, {:family=>""Piersol"", :given=>""A.G.""}]"	Random Data			2000	148
Required	"[{:family=>""Ogata"", :given=>""Katsuhiko""}]"	Modern Control Engineering			1996	148
Required	"[{:family=>""Friedland"", :given=>""B.""}]"	Control System Design			1985	148
Required	"[{:family=>""Boning"", :given=>""Duane S.""}, {:others=>true}]"	A General Semiconductor Process Modeling Framework	article-journal	IEEE Transactions on Semiconductor Manufacturing	1992-11	148
Required	"[{:family=>""Ciplickas"", :given=>""Dennis J.""}, {:others=>true}]"	Predictive Yield Modeling of VLSIC’s	chapter	IEEE 5th International Workshop on Statistical Metrology	2000-06	148
Required	"[{:family=>""Stapper"", :given=>""Charles H.""}, {:family=>""Rosner"", :given=>""Raymond J.""}]"	Integrated Circuit Yield Management and Yield Analysis: Development and Implementation	article-journal	IEEE Transactions on Semiconductor Manufacturing	1995-05	148
Required	"[{:family=>""Drain"", :given=>""Davis""}]"	Variance Components and Process Sampling Design	article-journal	Statistical Methods for Industrial Process Control	1996	148
Required	"[{:family=>""Rzepniewski"", :given=>""Adam K.""}, {:others=>true}]"	Cycle-to-Cycle Control of Multivariable Manufacturing Processes with Process Model Uncertainty	article-journal	ASME International Mechanical Engineering Congress and Exposition	2004	148
Required	"[{:family=>""Hardt"", :given=>""D.E.""}, {:family=>""Siu"", :given=>""Tsz-Sin""}]"	Cycle to Cycle Manufacturing Process Control	article-journal	SMA	2002	148
Required	"[{:family=>""Guo"", :given=>""Ruey-Shan""}, {:family=>""Sachs"", :given=>""Emanuel""}]"	Modeling	article-journal	IEEE Transactions on Semiconductor Manufacturing	1993-02	148
Required	"[{:family=>""Davis"", :given=>""Joseph C.""}, {:others=>true}]"	A Robust Metric for Measuring Within-Wafer Uniformity	article-journal	IEEE Transactions on Components	1996-10	148
Required	"[{:family=>""Mozumder"", :given=>""Purnendu K.""}, {:family=>""Loewenstein"", :given=>""Lee M.""}]"	Method for Semiconductor Process Optimization Using Functional Representations of Spatial Variations and Selectivity	article-journal	IEEE Transactions on Components	1992-06	148
Required	"[{:family=>""Sahai"", :given=>""H.""}, {:family=>""Ageel"", :given=>""M.""}]"	The Analysis of Variance			2000	148
Required	"[{:family=>""Walker"", :given=>""H.M.""}]"	Degrees of Freedom	article-journal	Journal of Educational Psychology	1940	148
Required	"[{:family=>""Larsson"", :given=>""Lars""}, {:family=>""Eliasson"", :given=>""Rolf E.""}]"	Principles of Yacht Design			2000	160
Required	"[{:family=>""Kerwin"", :given=>""Justin E.Ocean Engineering Hydrostatics""}]"	Set of printed notes from the MIT Department of Ocean Engineering			1991-09	160
Optional	"[{:family=>""Ashcroft"", :given=>""Neil W.""}, {:family=>""Mermin"", :given=>""N.David""}]"	Solid State Physics			1976	174
Optional	"[{:family=>""Griffiths"", :given=>""David J.""}]"	Introduction to Quantum Mechanics			2004	174
Optional	"[{:family=>""Hagelstein"", :given=>""Peter L.""}, {:family=>""Senturia"", :given=>""Stephen D.""}, {:family=>""Orlando"", :given=>""Terry P.""}]"	Introductory Applied Quantum and Statistical Mechanics	article-journal	Wiley-Interscience	2004	174
Optional	"[{:family=>""Kittel"", :given=>""Charles""}]"	Introduction to Solid State Physics			2004	174
Optional	"[{:family=>""O’Handley"", :given=>""Robert C.""}]"	Modern Magnetic Materials: Principles and Applications			1999	174
Optional	"[{:family=>""Pierret"", :given=>""Robert F.""}]"	Semiconductor Fundamentals			1988	174
